method,filename,elapsed_sec,n_keypoints
SIFT,DAY-1_RPH_KLP_049.JPG,0.005353299999967476,191
SIFT,DAY-1_RPH_KLP_050.JPG,0.0038734999999974207,182
SIFT,DAY-1_RPH_KLP_051.JPG,0.006436399999984133,125
SIFT,DAY-1_RPH_KLP_052.JPG,0.003999599999986003,131
SIFT,DAY-1_RPH_KLP_054.JPG,0.004642900000021655,105
SIFT,DAY-1_RPH_KLP_055.JPG,0.004225399999995716,346
SIFT,DAY-1_RPH_KLP_056.JPG,0.004445700000019315,215
SIFT,DAY-1_RPH_KLP_057.JPG,0.005590900000015608,294
SIFT,DAY-1_RPH_KLP_058.JPG,0.005954499999972995,282
SIFT,DAY-1_RPH_KLP_059.JPG,0.003929800000037176,178
SIFT,DAY-1_RPH_KLP_060.JPG,0.004093799999964176,169
SIFT,DAY-1_RPH_KLP_061.JPG,0.005323299999986375,142
SIFT,DAY-1_RPH_KLP_062.JPG,0.005411699999967823,142
SIFT,DAY-1_RPH_KLP_063.JPG,0.005909799999983534,388
SIFT,DAY-1_RPH_KLP_064.JPG,0.007089900000039506,196
SIFT,DAY-1_RPH_KLP_065.JPG,0.006731000000002041,265
SIFT,DAY-1_RPH_KLP_066.JPG,0.0051433999999517255,186
SIFT,DAY-1_RPH_KLP_067.JPG,0.005576500000017859,102
SIFT,DAY-1_RPH_KLP_068.JPG,0.006264499999986128,110
SIFT,DAY-1_RPH_KLP_069.JPG,0.005518400000028123,291
SIFT,DAY-1_RPH_KLP_070.JPG,0.006435000000010405,235
SIFT,DAY-1_RPH_KLP_071.JPG,0.0038184000000001106,46
SIFT,DAY-1_RPH_KLP_072.JPG,0.005494300000009389,109
SIFT,DAY-1_RPH_KLP_073.JPG,0.003968499999984942,149
SIFT,DAY-1_RPH_KLP_074.JPG,0.004665699999975459,117
SIFT,DAY-1_RPH_KLP_075.JPG,0.0047820999999999,99
SIFT,DAY-1_RPH_KLP_076.JPG,0.004245400000002064,96
SIFT,DAY-1_RPH_KLP_077.JPG,0.005481099999997241,382
SIFT,DAY-1_RPH_KLP_078.JPG,0.007232799999997042,306
SIFT,DAY-1_RPH_KLP_079.JPG,0.0057990000000245345,313
SIFT,DAY-1_RPH_KLP_080.JPG,0.005726100000003953,271
SIFT,DAY-1_RPH_KLP_081.JPG,0.006920499999978347,154
SIFT,DAY-1_RPH_KLP_083.JPG,0.0055744000000004235,68
SIFT,DAY-1_RPH_KLP_084.JPG,0.00527510000000575,99
SIFT,DAY-1_RPH_KLP_085.JPG,0.006353300000000672,135
SIFT,DAY-1_RPH_KLP_086.JPG,0.005803799999966941,137
SIFT,DAY-1_RPH_KLP_087.JPG,0.0049941999999987274,223
SIFT,DAY-1_RPH_KLP_088.JPG,0.0047839000000067244,233
SIFT,DAY-1_RPH_KLP_089.JPG,0.004512200000021949,65
SIFT,DAY-1_RPH_KLP_090.JPG,0.004475100000036036,206
SIFT,DAY-1_RPH_KLP_091.JPG,0.0038622000000145817,104
SIFT,DAY-1_RPH_KLP_092.JPG,0.005102700000009008,102
SIFT,DAY-1_RPH_KLP_093.JPG,0.006568700000002536,177
SIFT,DAY-1_RPH_KLP_094.JPG,0.007060299999977815,126
SIFT,DAY-1_RPH_KLP_095.JPG,0.008342699999957404,274
SIFT,DAY-1_RPH_KLP_096.JPG,0.006662100000028204,141
SIFT,DAY-1_RPH_KLP_097.JPG,0.004644499999983509,73
SIFT,DAY-1_RPH_KLP_098.JPG,0.004814599999974689,95
SIFT,DAY-1_RPH_KLP_099.JPG,0.006602499999985412,263
SIFT,DAY-1_RPH_KLP_100.JPG,0.007990800000015952,214
SIFT,DAY-1_RPH_KLP_101.JPG,0.006933600000024853,158
SIFT,DAY-1_RPH_KLP_102.JPG,0.004696599999988393,154
SIFT,DAY-1_RPH_KLP_103.JPG,0.0057189999999991414,151
SIFT,DAY-1_RPH_KLP_104.JPG,0.006391300000018418,159
SIFT,DAY-1_RPH_KLP_105.JPG,0.005551900000000387,82
SIFT,DAY-1_RPH_KLP_106.JPG,0.006341300000030969,115
SIFT,DAY-1_RPH_KLP_107.JPG,0.007093999999995049,110
SIFT,DAY-1_RPH_KLP_108.JPG,0.007818700000029821,125
SIFT,DAY-1_RPH_KLP_109.JPG,0.005919300000016392,126
SIFT,DAY-1_RPH_KLP_110.JPG,0.006983300000001691,152
SIFT,DAY-1_RPH_KLP_111.JPG,0.005461700000012115,286
SIFT,DAY-1_RPH_KLP_112.JPG,0.0059153999999921325,206
SIFT,DAY-1_RPH_KLP_113.JPG,0.005363799999997809,105
SIFT,DAY-1_RPH_KLP_114.JPG,0.004952800000012303,87
SIFT,DAY-1_RPH_KLP_115.JPG,0.006585099999995236,141
SIFT,DAY-1_RPH_KLP_116.JPG,0.006626600000004146,153
SIFT,DAY-1_RPH_KLP_117.JPG,0.007584900000040307,170
SIFT,DAY-1_RPH_KLP_118.JPG,0.007486299999982293,141
SIFT,DAY-1_RPH_KLP_119.JPG,0.007286500000020624,202
SIFT,DAY-1_RPH_KLP_120.JPG,0.006095200000004297,144
SIFT,DAY-1_RPH_KLP_121.JPG,0.008144599999980073,264
SIFT,DAY-1_RPH_KLP_122.JPG,0.008696400000019366,125
SIFT,DAY-1_RPH_KLP_124.JPG,0.005289800000014111,119
SIFT,DAY-1_RPH_KLP_125.JPG,0.005819699999960903,246
SIFT,DAY-1_RPH_KLP_126.JPG,0.005378100000029917,214
SIFT,DAY-1_RPH_KLP_127.JPG,0.004670099999998456,248
SIFT,DAY-1_RPH_KLP_128.JPG,0.005652999999995245,203
SIFT,DAY-1_RPH_KLP_129.JPG,0.005814400000019759,287
SIFT,DAY-1_RPH_KLP_130.JPG,0.005449300000009316,249
SIFT,DAY-1_RPH_KLP_131.JPG,0.005074700000022858,154
